Tenure,CityTier,Gender,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,Complain,DaySinceLastOrder,CashbackAmount,Churn
-0.7203601684674228,1.4697709592339467,-1.2274683456716928,-0.6729001566106634,-0.2619035344345718,-0.772992409131072,1.2518977921852914,1.5842900815015346,0.1195823347380749,-0.3501050442396749,1
-0.7203601684674228,-0.7152859460966897,0.8146849599227606,0.3037504960621994,0.4466581661260427,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-1.247697406479151,-1.1429571803794634,1
-0.7203601684674228,-0.7152859460966897,0.8146849599227606,0.3037504960621994,0.4466581661260427,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-0.4273295617488154,-1.1632867223317656,1
-1.1875042060717755,1.4697709592339467,0.8146849599227606,0.3037504960621994,-0.2619035344345718,1.4008074227410234,1.2518977921852914,-0.631197538680691,-0.4273295617488154,-0.8786731349995339,1
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,1.4008074227410234,1.2518977921852914,-0.631197538680691,-0.4273295617488154,-0.959991302808743,1
-1.1875042060717755,-0.7152859460966897,-1.2274683456716928,1.2804011487350622,1.155219866686657,1.4008074227410234,1.2518977921852914,1.5842900815015346,0.6664942312249653,-0.7770254252380225,1
-1.1875042060717755,1.4697709592339467,0.8146849599227606,-0.6729001566106634,-0.2619035344345718,-0.772992409131072,-1.7588602471155166,-0.631197538680691,-1.247697406479151,-1.1429571803794634,1
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.772992409131072,-1.7588602471155166,1.5842900815015346,-1.247697406479151,-1.1022980964748588,1
0.330713916142371,1.4697709592339467,0.8146849599227606,0.3037504960621994,0.4466581661260427,-0.0483924651737069,-1.7588602471155166,1.5842900815015346,-0.7007855099922606,-1.0209799286656498,1
0.330713916142371,-0.7152859460966897,0.8146849599227606,1.2804011487350622,0.4466581661260427,-0.0483924651737069,1.2518977921852914,-0.631197538680691,-0.9742414582357058,-1.1022980964748588,1
-0.7203601684674228,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,1.863781567247272,-0.0483924651737069,-1.7588602471155166,-0.631197538680691,0.9399501794684104,2.394383119321131,1
0.0971418973401945,-0.7152859460966897,0.8146849599227606,0.3037504960621994,-1.6790269355558007,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-1.247697406479151,-0.4720822959534885,1
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-0.7007855099922606,-0.8786731349995339,1
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,0.3037504960621994,0.4466581661260427,-0.0483924651737069,-1.7588602471155166,1.5842900815015346,-1.247697406479151,-0.8786731349995339,1
-0.1364301214619818,1.4697709592339467,0.8146849599227606,0.3037504960621994,-1.6790269355558007,-0.772992409131072,1.2518977921852914,-0.631197538680691,0.6664942312249653,0.3817584660432067,1
-0.1364301214619818,0.3772425065686285,0.8146849599227606,-0.6729001566106634,0.4466581661260427,1.4008074227410234,-0.2534812274651125,1.5842900815015346,-0.7007855099922606,-1.1429571803794634,1
-1.1875042060717755,-0.7152859460966897,-1.2274683456716928,0.3037504960621994,0.4466581661260427,-0.772992409131072,1.2518977921852914,1.5842900815015346,-1.247697406479151,-0.9803208447610452,1
-1.1875042060717755,1.4697709592339467,0.8146849599227606,0.3037504960621994,-0.2619035344345718,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-0.4273295617488154,-0.4110936700965817,1
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,1.2804011487350622,-0.2619035344345718,-0.0483924651737069,1.2518977921852914,1.5842900815015346,0.3930382829815201,-0.3297755022873727,1
1.0314299725489002,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,1.155219866686657,0.6762074787836582,-1.7588602471155166,1.5842900815015346,-0.4273295617488154,-0.5534004637626976,1
-1.1875042060717755,1.4697709592339467,0.8146849599227606,1.2804011487350622,-0.2619035344345718,-0.0483924651737069,-1.7588602471155166,1.5842900815015346,0.6664942312249653,-0.3094459603350704,1
1.1482159819499884,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,-1.6790269355558007,-0.772992409131072,-1.7588602471155166,-0.631197538680691,0.3930382829815201,0.5240652597093226,1
1.1482159819499884,1.4697709592339467,0.8146849599227606,-0.6729001566106634,1.155219866686657,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-1.247697406479151,-1.2242753481886726,1
-1.1875042060717755,1.4697709592339467,-1.2274683456716928,1.2804011487350622,-0.2619035344345718,-0.0483924651737069,-1.7588602471155166,1.5842900815015346,-0.7007855099922606,-0.6347186315719067,1
0.4474999255434592,-0.7152859460966897,0.8146849599227606,1.2804011487350622,-1.6790269355558007,-0.772992409131072,1.2518977921852914,-0.631197538680691,-0.4273295617488154,0.6053834275185317,1
-1.1875042060717755,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,1.155219866686657,1.4008074227410234,1.2518977921852914,-0.631197538680691,-0.1538736135053702,-0.7160367993811158,1
-0.25321613086307,1.4697709592339467,0.8146849599227606,-0.6729001566106634,-1.6790269355558007,0.6762074787836582,-1.7588602471155166,-0.631197538680691,0.3930382829815201,-0.0858209988597454,0
-0.25321613086307,1.4697709592339467,0.8146849599227606,-0.6729001566106634,-0.2619035344345718,-0.0483924651737069,-1.7588602471155166,1.5842900815015346,0.1195823347380749,-1.1022980964748588,0
0.914643963147812,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,-0.2619035344345718,0.6762074787836582,-0.2534812274651125,-0.631197538680691,2.854141817172527,-1.1022980964748588,0
-0.6035741590663346,1.4697709592339467,-1.2274683456716928,-0.6729001566106634,-1.6790269355558007,-0.772992409131072,1.2518977921852914,-0.631197538680691,0.6664942312249653,0.2597812143293931,0
-0.9539321872695992,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,-0.2619035344345718,-0.0483924651737069,-1.7588602471155166,-0.631197538680691,1.2134061277118555,-0.6957072574288135,0
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,0.3037504960621994,-0.2619035344345718,-0.0483924651737069,-1.7588602471155166,-0.631197538680691,-1.247697406479151,-0.3297755022873727,0
2.3160760759608703,-0.7152859460966897,-1.2274683456716928,0.3037504960621994,0.4466581661260427,0.6762074787836582,-1.7588602471155166,1.5842900815015346,-1.247697406479151,-0.8990026769518362,0
0.330713916142371,1.4697709592339467,0.8146849599227606,0.3037504960621994,-1.6790269355558007,-0.772992409131072,-1.7588602471155166,-0.631197538680691,1.7603180241987462,0.6460425114231362,0
0.330713916142371,1.4697709592339467,-1.2274683456716928,-0.6729001566106634,0.4466581661260427,-0.0483924651737069,-1.7588602471155166,-0.631197538680691,-0.7007855099922606,-1.1226276384271612,0
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.772992409131072,-1.7588602471155166,-0.631197538680691,-0.7007855099922606,-1.1022980964748588,0
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,0.6762074787836582,-0.2534812274651125,-0.631197538680691,-0.7007855099922606,-1.1632867223317656,0
-1.0707181966706871,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.772992409131072,-1.7588602471155166,-0.631197538680691,-0.7007855099922606,-1.0209799286656498,0
2.3160760759608703,-0.7152859460966897,0.8146849599227606,-1.649550809283526,-1.6790269355558007,-0.772992409131072,-0.2534812274651125,1.5842900815015346,-0.1538736135053702,0.3410993821386022,0
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,0.3037504960621994,0.4466581661260427,-0.0483924651737069,-0.2534812274651125,1.5842900815015346,-0.9742414582357058,-1.041309470617952,0
1.498574010153253,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,1.863781567247272,0.6762074787836582,1.2518977921852914,-0.631197538680691,-0.1538736135053702,2.4757012871303403,0
0.4474999255434592,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.0483924651737069,-0.2534812274651125,-0.631197538680691,0.9399501794684104,-1.0616390125702544,0
-0.837146177868511,1.4697709592339467,-1.2274683456716928,-0.6729001566106634,-1.6790269355558007,-0.772992409131072,-1.7588602471155166,-0.631197538680691,-0.1538736135053702,0.3410993821386022,0
0.0971418973401945,1.4697709592339467,-1.2274683456716928,0.3037504960621994,-0.2619035344345718,-0.772992409131072,1.2518977921852914,-0.631197538680691,-0.9742414582357058,0.1987925884724863,0
-0.6035741590663346,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.0483924651737069,1.2518977921852914,-0.631197538680691,-0.1538736135053702,-0.959991302808743,0
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,0.6762074787836582,-1.7588602471155166,1.5842900815015346,-0.9742414582357058,-0.9396617608564408,0
-1.1875042060717755,1.4697709592339467,-1.2274683456716928,1.2804011487350622,0.4466581661260427,1.4008074227410234,1.2518977921852914,-0.631197538680691,-1.247697406479151,-1.1022980964748588,1
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,0.6762074787836582,1.2518977921852914,-0.631197538680691,-0.7007855099922606,-1.1429571803794634,0
-0.837146177868511,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,-0.2619035344345718,1.4008074227410234,-0.2534812274651125,-0.631197538680691,1.486862075955301,-0.9396617608564408,0
0.914643963147812,1.4697709592339467,-1.2274683456716928,-0.6729001566106634,-0.2619035344345718,1.4008074227410234,-0.2534812274651125,1.5842900815015346,-0.4273295617488154,-0.5534004637626976,0
2.199290066559782,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,1.155219866686657,1.4008074227410234,-0.2534812274651125,1.5842900815015346,-0.7007855099922606,-0.6957072574288135,0
-0.4867881496652464,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.772992409131072,1.2518977921852914,-0.631197538680691,-0.7007855099922606,-1.0616390125702544,0
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,0.3037504960621994,1.155219866686657,-0.772992409131072,1.2518977921852914,-0.631197538680691,-1.247697406479151,-1.346252599902486,1
1.0314299725489002,1.4697709592339467,-1.2274683456716928,-0.6729001566106634,-1.6790269355558007,1.4008074227410234,-0.2534812274651125,-0.631197538680691,0.6664942312249653,0.5647243436139271,0
1.0314299725489002,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,0.4466581661260427,-0.772992409131072,1.2518977921852914,-0.631197538680691,-0.9742414582357058,-1.1022980964748588,0
-0.7203601684674228,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,1.155219866686657,-0.772992409131072,-1.7588602471155166,1.5842900815015346,-0.7007855099922606,-0.7770254252380225,0
-0.7203601684674228,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,0.4466581661260427,0.6762074787836582,1.2518977921852914,-0.631197538680691,-0.7007855099922606,-1.1022980964748588,0
-0.7203601684674228,1.4697709592339467,-1.2274683456716928,-0.6729001566106634,0.4466581661260427,0.6762074787836582,1.2518977921852914,1.5842900815015346,-0.7007855099922606,-0.9396617608564408,1
1.498574010153253,-0.7152859460966897,0.8146849599227606,0.3037504960621994,1.155219866686657,-0.0483924651737069,-1.7588602471155166,-0.631197538680691,-0.7007855099922606,-0.8176845091426271,0
1.848932038356517,-0.7152859460966897,-1.2274683456716928,-1.649550809283526,-0.2619035344345718,1.4008074227410234,-0.2534812274651125,-0.631197538680691,-0.4273295617488154,-0.655048173524209,0
-0.4867881496652464,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,0.4466581661260427,0.6762074787836582,-1.7588602471155166,-0.631197538680691,0.3930382829815201,-1.0006503867133476,0
0.330713916142371,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,1.863781567247272,-0.0483924651737069,-1.7588602471155166,-0.631197538680691,1.2134061277118555,2.29273540955962,0
2.082504057158694,-0.7152859460966897,0.8146849599227606,-1.649550809283526,1.863781567247272,0.6762074787836582,1.2518977921852914,-0.631197538680691,2.854141817172527,2.231746783702713,0
-0.3700021402641582,-0.7152859460966897,0.8146849599227606,0.3037504960621994,-0.2619035344345718,-0.0483924651737069,-1.7588602471155166,-0.631197538680691,1.2134061277118555,0.3614289240909044,0
