Tenure,CityTier,Gender,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,Complain,DaySinceLastOrder,CashbackAmount,Churn_Probability,Churn_Prediction,risk_level,retention_action
-0.7203601684674228,1.4697709592339467,-1.2274683456716928,-0.6729001566106634,-0.2619035344345718,-0.772992409131072,1.2518977921852914,1.5842900815015346,0.1195823347380749,-0.3501050442396749,0.9146791,1,HIGH,Call customer immediately + 30% discount + priority support
-0.7203601684674228,-0.7152859460966897,0.8146849599227606,0.3037504960621994,0.4466581661260427,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-1.247697406479151,-1.1429571803794634,0.9065266,1,HIGH,Call customer immediately + 30% discount + priority support
-0.7203601684674228,-0.7152859460966897,0.8146849599227606,0.3037504960621994,0.4466581661260427,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-0.4273295617488154,-1.1632867223317656,0.80013496,1,HIGH,Call customer immediately + 30% discount + priority support
-1.1875042060717755,1.4697709592339467,0.8146849599227606,0.3037504960621994,-0.2619035344345718,1.4008074227410234,1.2518977921852914,-0.631197538680691,-0.4273295617488154,-0.8786731349995339,0.8766703,1,HIGH,Call customer immediately + 30% discount + priority support
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,1.4008074227410234,1.2518977921852914,-0.631197538680691,-0.4273295617488154,-0.959991302808743,0.879609,1,HIGH,Call customer immediately + 30% discount + priority support
-1.1875042060717755,-0.7152859460966897,-1.2274683456716928,1.2804011487350622,1.155219866686657,1.4008074227410234,1.2518977921852914,1.5842900815015346,0.6664942312249653,-0.7770254252380225,0.9969699,1,HIGH,Call customer immediately + 30% discount + priority support
-1.1875042060717755,1.4697709592339467,0.8146849599227606,-0.6729001566106634,-0.2619035344345718,-0.772992409131072,-1.7588602471155166,-0.631197538680691,-1.247697406479151,-1.1429571803794634,0.61927986,1,MEDIUM,Send email offer + 15% discount + loyalty bonus
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.772992409131072,-1.7588602471155166,1.5842900815015346,-1.247697406479151,-1.1022980964748588,0.9281117,1,HIGH,Call customer immediately + 30% discount + priority support
0.330713916142371,1.4697709592339467,0.8146849599227606,0.3037504960621994,0.4466581661260427,-0.0483924651737069,-1.7588602471155166,1.5842900815015346,-0.7007855099922606,-1.0209799286656498,0.7433969,1,MEDIUM,Send email offer + 15% discount + loyalty bonus
0.330713916142371,-0.7152859460966897,0.8146849599227606,1.2804011487350622,0.4466581661260427,-0.0483924651737069,1.2518977921852914,-0.631197538680691,-0.9742414582357058,-1.1022980964748588,0.52050877,1,LOW,Send SMS reminder + small coupon (5%)
-0.7203601684674228,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,1.863781567247272,-0.0483924651737069,-1.7588602471155166,-0.631197538680691,0.9399501794684104,2.394383119321131,0.6119746,1,MEDIUM,Send email offer + 15% discount + loyalty bonus
0.0971418973401945,-0.7152859460966897,0.8146849599227606,0.3037504960621994,-1.6790269355558007,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-1.247697406479151,-0.4720822959534885,0.80480564,1,HIGH,Call customer immediately + 30% discount + priority support
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-0.7007855099922606,-0.8786731349995339,0.91183573,1,HIGH,Call customer immediately + 30% discount + priority support
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,0.3037504960621994,0.4466581661260427,-0.0483924651737069,-1.7588602471155166,1.5842900815015346,-1.247697406479151,-0.8786731349995339,0.9329242,1,HIGH,Call customer immediately + 30% discount + priority support
-0.1364301214619818,1.4697709592339467,0.8146849599227606,0.3037504960621994,-1.6790269355558007,-0.772992409131072,1.2518977921852914,-0.631197538680691,0.6664942312249653,0.3817584660432067,0.16479702,0,SAFE,No action needed (customer stable)
-0.1364301214619818,0.3772425065686285,0.8146849599227606,-0.6729001566106634,0.4466581661260427,1.4008074227410234,-0.2534812274651125,1.5842900815015346,-0.7007855099922606,-1.1429571803794634,0.70460194,1,MEDIUM,Send email offer + 15% discount + loyalty bonus
-1.1875042060717755,-0.7152859460966897,-1.2274683456716928,0.3037504960621994,0.4466581661260427,-0.772992409131072,1.2518977921852914,1.5842900815015346,-1.247697406479151,-0.9803208447610452,0.8546791,1,HIGH,Call customer immediately + 30% discount + priority support
-1.1875042060717755,1.4697709592339467,0.8146849599227606,0.3037504960621994,-0.2619035344345718,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-0.4273295617488154,-0.4110936700965817,0.9622643,1,HIGH,Call customer immediately + 30% discount + priority support
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,1.2804011487350622,-0.2619035344345718,-0.0483924651737069,1.2518977921852914,1.5842900815015346,0.3930382829815201,-0.3297755022873727,0.9755015,1,HIGH,Call customer immediately + 30% discount + priority support
1.0314299725489002,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,1.155219866686657,0.6762074787836582,-1.7588602471155166,1.5842900815015346,-0.4273295617488154,-0.5534004637626976,0.6399859,1,MEDIUM,Send email offer + 15% discount + loyalty bonus
-1.1875042060717755,1.4697709592339467,0.8146849599227606,1.2804011487350622,-0.2619035344345718,-0.0483924651737069,-1.7588602471155166,1.5842900815015346,0.6664942312249653,-0.3094459603350704,0.88981974,1,HIGH,Call customer immediately + 30% discount + priority support
1.1482159819499884,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,-1.6790269355558007,-0.772992409131072,-1.7588602471155166,-0.631197538680691,0.3930382829815201,0.5240652597093226,0.9082354,1,HIGH,Call customer immediately + 30% discount + priority support
1.1482159819499884,1.4697709592339467,0.8146849599227606,-0.6729001566106634,1.155219866686657,-0.0483924651737069,1.2518977921852914,1.5842900815015346,-1.247697406479151,-1.2242753481886726,0.9118824,1,HIGH,Call customer immediately + 30% discount + priority support
-1.1875042060717755,1.4697709592339467,-1.2274683456716928,1.2804011487350622,-0.2619035344345718,-0.0483924651737069,-1.7588602471155166,1.5842900815015346,-0.7007855099922606,-0.6347186315719067,0.98496133,1,HIGH,Call customer immediately + 30% discount + priority support
0.4474999255434592,-0.7152859460966897,0.8146849599227606,1.2804011487350622,-1.6790269355558007,-0.772992409131072,1.2518977921852914,-0.631197538680691,-0.4273295617488154,0.6053834275185317,0.71835953,1,MEDIUM,Send email offer + 15% discount + loyalty bonus
-1.1875042060717755,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,1.155219866686657,1.4008074227410234,1.2518977921852914,-0.631197538680691,-0.1538736135053702,-0.7160367993811158,0.94163084,1,HIGH,Call customer immediately + 30% discount + priority support
-0.25321613086307,1.4697709592339467,0.8146849599227606,-0.6729001566106634,-1.6790269355558007,0.6762074787836582,-1.7588602471155166,-0.631197538680691,0.3930382829815201,-0.0858209988597454,0.04744343,0,SAFE,No action needed (customer stable)
-0.25321613086307,1.4697709592339467,0.8146849599227606,-0.6729001566106634,-0.2619035344345718,-0.0483924651737069,-1.7588602471155166,1.5842900815015346,0.1195823347380749,-1.1022980964748588,0.15470609,0,SAFE,No action needed (customer stable)
0.914643963147812,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,-0.2619035344345718,0.6762074787836582,-0.2534812274651125,-0.631197538680691,2.854141817172527,-1.1022980964748588,0.023119057,0,SAFE,No action needed (customer stable)
-0.6035741590663346,1.4697709592339467,-1.2274683456716928,-0.6729001566106634,-1.6790269355558007,-0.772992409131072,1.2518977921852914,-0.631197538680691,0.6664942312249653,0.2597812143293931,0.050779454,0,SAFE,No action needed (customer stable)
-0.9539321872695992,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,-0.2619035344345718,-0.0483924651737069,-1.7588602471155166,-0.631197538680691,1.2134061277118555,-0.6957072574288135,0.0047445213,0,SAFE,No action needed (customer stable)
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,0.3037504960621994,-0.2619035344345718,-0.0483924651737069,-1.7588602471155166,-0.631197538680691,-1.247697406479151,-0.3297755022873727,0.6746984,1,MEDIUM,Send email offer + 15% discount + loyalty bonus
2.3160760759608703,-0.7152859460966897,-1.2274683456716928,0.3037504960621994,0.4466581661260427,0.6762074787836582,-1.7588602471155166,1.5842900815015346,-1.247697406479151,-0.8990026769518362,0.64985466,1,MEDIUM,Send email offer + 15% discount + loyalty bonus
0.330713916142371,1.4697709592339467,0.8146849599227606,0.3037504960621994,-1.6790269355558007,-0.772992409131072,-1.7588602471155166,-0.631197538680691,1.7603180241987462,0.6460425114231362,0.14334609,0,SAFE,No action needed (customer stable)
0.330713916142371,1.4697709592339467,-1.2274683456716928,-0.6729001566106634,0.4466581661260427,-0.0483924651737069,-1.7588602471155166,-0.631197538680691,-0.7007855099922606,-1.1226276384271612,0.081278086,0,SAFE,No action needed (customer stable)
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.772992409131072,-1.7588602471155166,-0.631197538680691,-0.7007855099922606,-1.1022980964748588,0.09533527,0,SAFE,No action needed (customer stable)
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,0.6762074787836582,-0.2534812274651125,-0.631197538680691,-0.7007855099922606,-1.1632867223317656,0.5737343,1,LOW,Send SMS reminder + small coupon (5%)
-1.0707181966706871,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.772992409131072,-1.7588602471155166,-0.631197538680691,-0.7007855099922606,-1.0209799286656498,0.01338512,0,SAFE,No action needed (customer stable)
2.3160760759608703,-0.7152859460966897,0.8146849599227606,-1.649550809283526,-1.6790269355558007,-0.772992409131072,-0.2534812274651125,1.5842900815015346,-0.1538736135053702,0.3410993821386022,3.6831094e-05,0,SAFE,No action needed (customer stable)
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,0.3037504960621994,0.4466581661260427,-0.0483924651737069,-0.2534812274651125,1.5842900815015346,-0.9742414582357058,-1.041309470617952,0.90781415,1,HIGH,Call customer immediately + 30% discount + priority support
1.498574010153253,-0.7152859460966897,-1.2274683456716928,-0.6729001566106634,1.863781567247272,0.6762074787836582,1.2518977921852914,-0.631197538680691,-0.1538736135053702,2.4757012871303403,1.5566225e-06,0,SAFE,No action needed (customer stable)
0.4474999255434592,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.0483924651737069,-0.2534812274651125,-0.631197538680691,0.9399501794684104,-1.0616390125702544,0.16419126,0,SAFE,No action needed (customer stable)
-0.837146177868511,1.4697709592339467,-1.2274683456716928,-0.6729001566106634,-1.6790269355558007,-0.772992409131072,-1.7588602471155166,-0.631197538680691,-0.1538736135053702,0.3410993821386022,0.32833222,0,SAFE,No action needed (customer stable)
0.0971418973401945,1.4697709592339467,-1.2274683456716928,0.3037504960621994,-0.2619035344345718,-0.772992409131072,1.2518977921852914,-0.631197538680691,-0.9742414582357058,0.1987925884724863,0.0043034474,0,SAFE,No action needed (customer stable)
-0.6035741590663346,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,-0.0483924651737069,1.2518977921852914,-0.631197538680691,-0.1538736135053702,-0.959991302808743,0.0031283274,0,SAFE,No action needed (customer stable)
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,0.6762074787836582,-1.7588602471155166,1.5842900815015346,-0.9742414582357058,-0.9396617608564408,0.8471309,1,HIGH,Call customer immediately + 30% discount + priority support
-1.1875042060717755,1.4697709592339467,-1.2274683456716928,1.2804011487350622,0.4466581661260427,1.4008074227410234,1.2518977921852914,-0.631197538680691,-1.247697406479151,-1.1022980964748588,0.99736434,1,HIGH,Call customer immediately + 30% discount + priority support
-1.1875042060717755,-0.7152859460966897,0.8146849599227606,-0.6729001566106634,0.4466581661260427,0.6762074787836582,1.2518977921852914,-0.631197538680691,-0.7007855099922606,-1.1429571803794634,0.8193789,1,HIGH,Call customer immediately + 30% discount + priority support
