RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
-1.7318776111475085,-0.7832134225689712,-0.4641832179452485,-0.3262214220367463,-0.9018862432746051,-1.0959875190286648,0.2935174228967471,-1.0417596792253108,-1.2258476714090278,-0.9115834940401767,0.646091668153197,0.9702425509371355,0.021886493995386117,1
-1.7315312009842627,-0.6065341157737022,-0.3909111967366116,-0.4400359548576657,1.5150673766493,-1.0959875190286648,0.1981638321954454,-1.3875375865624426,0.11735002143511059,-0.9115834940401767,-1.547767986017251,0.9702425509371355,0.21653375188734025,0
-1.731184790821017,-0.9958847606249964,0.628988066215867,-1.536794180222889,-0.9018862432746051,-1.0959875190286648,0.2935174228967471,1.03290776479748,1.3330533457228904,2.52705661927622,0.646091668153197,-1.0306701134001208,0.24068690006348814,1
-1.7308383806577712,0.1447665197709291,-1.4403556295312825,0.5015206348426676,-0.9018862432746051,-1.0959875190286648,0.0074566507928420294,-1.3875375865624426,-1.2258476714090278,0.8077365626180215,-1.547767986017251,-1.0306701134001208,-0.10891791702847127,0
-1.7304919704945252,0.6526587059742776,0.37135418519195007,2.063883767202561,1.5150673766493,-1.0959875190286648,0.38887101359804876,-1.0417596792253108,0.7857278997960591,-0.9115834940401767,0.646091668153197,0.9702425509371355,-0.36527578251440274,0
-1.7301455603312794,-1.625529828165426,-1.1472675446967349,-0.05720525355093678,1.5150673766493,0.9124191495230393,0.48422460429935044,1.03290776479748,0.5973285944410414,0.8077365626180215,0.646091668153197,-1.0306701134001208,0.8636502870218095,1
-1.7297991501680337,-1.368080455080086,-1.572717990424304,1.7741740472947665,-0.9018862432746051,0.9124191495230393,1.0563461485071606,0.6871298574603482,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-1.5654872211931183,0
-1.7294527400047877,-0.4836829839655512,0.5817157944683593,-2.840487919807966,0.3065905666873474,-1.0959875190286648,-0.9460792562201749,-0.35020386455104724,0.6180189508533646,4.246376675934418,0.646091668153197,-1.0306701134001208,0.33485372981012046,1
-1.729106329841542,1.4099927681574442,-0.4275472073409301,-1.5471409559338818,-0.9018862432746051,0.9124191495230393,0.48422460429935044,-0.35020386455104724,1.0508202865849028,0.8077365626180215,-1.547767986017251,0.9702425509371355,-0.4373288460949081,0
-1.7287599196782961,-1.3700545255470724,-0.50436464893063,0.3463189991777775,-0.9018862432746051,0.9124191495230393,-1.1367864376227783,-1.0417596792253108,0.9314633619936777,-0.9115834940401767,0.646091668153197,0.9702425509371355,-0.49323048409247083,0
-1.7284135095150504,1.0687844192721598,-1.5514454681379257,-1.2677780117370796,-0.9018862432746051,0.9124191495230393,-0.7553720748175714,0.3413519501232164,0.409185402285092,0.8077365626180215,-1.547767986017251,-1.0306701134001208,-0.34619970089236274,0
-1.7280670993518044,0.6427188441158609,-1.6838078290309473,-1.5885280587778525,1.5150673766493,0.9124191495230393,-1.4228472097266833,-0.695981771888179,-1.2258476714090278,0.8077365626180215,0.646091668153197,-1.0306701134001208,-0.412123315592307,0
-1.7277206891885586,-0.8157160757507588,-0.16400429234857467,-1.8058103487086987,-0.9018862432746051,-1.0959875190286648,-0.4693113027136664,1.7244635794717436,-1.2258476714090278,0.8077365626180215,0.646091668153197,-1.0306701134001208,-1.283817056739873,0
-1.7273742790253128,0.007540818505990886,-1.1732672941578641,-1.0504957218062334,-0.9018862432746051,-1.0959875190286648,-1.3274936190253817,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,-1.547767986017251,-1.0306701134001208,1.5783569986897874,0
-1.727027868862067,-1.251985648954719,1.0414386372128717,-0.1606730106608635,1.5150673766493,-1.0959875190286648,-0.3739577120123647,0.6871298574603482,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-0.5936359656444845,0
-1.726681458698821,-0.6530359869854557,-0.5752730565518916,-0.3572617491697243,0.3065905666873474,0.9124191495230393,0.5795781950006521,-0.695981771888179,1.0681029591182611,0.8077365626180215,-1.547767986017251,0.9702425509371355,-0.6218824846013182,0
-1.7263350485355753,0.6465974755263479,0.9445304801304809,0.025568952137004615,0.3065905666873474,0.9124191495230393,1.8191748741175742,-1.3875375865624426,0.8993931172292712,-0.9115834940401767,0.646091668153197,-1.0306701134001208,-1.651825870574206,1
-1.7259886383723295,1.3523415693786278,-0.41809275299142856,-1.0504957218062334,1.5150673766493,-1.0959875190286648,-1.4228472097266833,1.378685672134612,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-1.4899561835690913,0
-1.7256422282090838,-0.40918267669386604,0.43044452487633467,-0.6573182447885119,1.5150673766493,0.9124191495230393,0.5795781950006521,0.3413519501232164,-1.2258476714090278,-0.9115834940401767,-1.547767986017251,-1.0306701134001208,1.0189010247747559,0
-1.7252958180458378,-1.6954564087917698,-0.4724558655010624,0.7808835790394698,-0.9018862432746051,-1.0959875190286648,-1.4228472097266833,0.3413519501232164,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-0.7888730584424746,0
-1.724949407882592,-1.5748573855445467,0.2697188009348085,0.8429642333054258,-0.9018862432746051,0.9124191495230393,0.1981638321954454,1.03290776479748,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,1.2310704831801604,0
-1.7246029977193462,-1.2928155430500612,-0.958178457706704,-0.15032623494987085,1.5150673766493,-1.0959875190286648,-0.6600184841162697,1.03290776479748,-1.2258476714090278,0.8077365626180215,0.646091668153197,-1.0306701134001208,0.6688717421740601,0
-1.7242565875561005,0.11633712466538776,-0.6107272603625225,-1.4540199745349478,1.5150673766493,-1.0959875190286648,-0.08789693990845966,-0.35020386455104724,-1.2258476714090278,-0.9115834940401767,0.646091668153197,-1.0306701134001208,0.32731820632749364,1
-1.7239101773928545,0.4837366619999827,0.41862645693945777,0.19111736351288738,-0.9018862432746051,0.9124191495230393,0.6749317857019538,-0.695981771888179,-1.2258476714090278,0.8077365626180215,-1.547767986017251,0.9702425509371355,-1.5928757668520803,0
-1.7235637672296087,-0.9160461219496302,1.6217057729135287,2.0224966643585907,-0.9018862432746051,-1.0959875190286648,-0.08789693990845966,-0.004425957213915414,-1.2258476714090278,-0.9115834940401767,0.646091668153197,0.9702425509371355,1.5219882921316075,0
-1.723217357066363,0.6568709830974947,0.1586289623281654,-0.7607860018984386,-0.9018862432746051,0.9124191495230393,-1.3274936190253817,-0.695981771888179,-1.2258476714090278,0.8077365626180215,-1.547767986017251,0.9702425509371355,0.42460549226186645,0
-1.7228709469031172,0.6377558641390011,1.6417964884062195,1.09128685036925,0.3065905666873474,0.9124191495230393,-0.27860412131106305,-1.0417596792253108,0.9669114802146295,-0.9115834940401767,0.646091668153197,0.9702425509371355,1.2163903409521621,0
-1.7225245367398712,0.1366756112372249,0.4729895694490916,-0.8228666561643946,-0.9018862432746051,0.9124191495230393,0.48422460429935044,1.378685672134612,-1.2258476714090278,0.8077365626180215,-1.547767986017251,-1.0306701134001208,-1.0721517054667205,0
-1.7221781265766254,0.5248306922845697,0.3122638455075654,-0.7918263290314166,0.3065905666873474,-1.0959875190286648,0.38887101359804876,-0.695981771888179,1.0395750259469725,-0.9115834940401767,0.646091668153197,0.9702425509371355,0.001690039053891126,0
-1.7218317164133796,-0.4815698944515941,0.11962933813647154,-2.4783507699232223,-0.9018862432746051,0.9124191495230393,-0.9460792562201749,-1.7333154938995745,-0.2690746311079832,0.8077365626180215,0.646091668153197,0.9702425509371355,-0.8104496783748915,0
-1.7214853062501339,-1.4105646758343817,-1.6247174893465626,-0.6159311419445411,1.5150673766493,-1.0959875190286648,0.0074566507928420294,-0.695981771888179,-1.2258476714090278,2.52705661927622,0.646091668153197,-1.0306701134001208,0.7021528985231289,1
-1.7211388960868879,0.21702862038638335,0.5899884420241731,-1.2160441331821163,-0.9018862432746051,0.9124191495230393,-0.27860412131106305,0.6871298574603482,0.14145222877469335,-0.9115834940401767,-1.547767986017251,0.9702425509371355,0.9849420451757676,0
-1.720792485923642,0.8235548204155586,1.0118934673706794,-1.0091086189622627,0.3065905666873474,0.9124191495230393,0.1981638321954454,1.378685672134612,0.5389379904752859,0.8077365626180215,-1.547767986017251,-1.0306701134001208,-0.31633078816391447,0
-1.7204460757603963,-0.43808473655910835,0.1739924506461054,-1.350552217425021,1.5150673766493,-1.0959875190286648,0.2935174228967471,0.3413519501232164,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-1.1421041777545031,0
-1.7200996655971506,0.5841918253411279,-1.111813340886104,0.7394964761954991,1.5150673766493,-1.0959875190286648,-0.9460792562201749,1.378685672134612,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,0.7293439051333712,0
-1.7197532554339046,1.4350996080403822,0.09362958867534231,-1.8161571244196912,-0.9018862432746051,-1.0959875190286648,0.5795781950006521,-1.7333154938995745,0.9260167093296419,-0.9115834940401767,0.646091668153197,-1.0306701134001208,-1.2566552636509198,1
-1.7194068452706588,1.3555390074589575,1.497616059576321,-1.6609554887548013,1.5150673766493,0.9124191495230393,-0.7553720748175714,-0.695981771888179,1.1022538431506914,-0.9115834940401767,-1.547767986017251,0.9702425509371355,0.2430378929672636,0
